id,node_color,vuln_color,hygiene_color,node_value,type,vuln_score,hygiene_score
constantly,#d500f9,#d500f9,#d500f9,3,3,0,-1
hyperlink,#d500f9,#d500f9,#d500f9,3,3,0,-1
python-subunit,#d500f9,#d500f9,#d500f9,3,3,0,-1
cryptography,#74b9ff,#E64A19,#74b9ff,1,1,6,1
pyobjc-framework-cfnetwork,#d500f9,#d500f9,#d500f9,3,3,0,-1
mypy-zope,#d500f9,#d500f9,#d500f9,3,3,0,-1
types-pyopenssl,#74b9ff,#74b9ff,#f48fb1,1,1,0,4
h2,#74b9ff,#74b9ff,#f48fb1,1,1,0,5
idna,#74b9ff,#74b9ff,#74b9ff,1,1,0,-1
zope-interface,#7e57c2,#7e57c2,#7e57c2,2,2,0,-1
appdirs,#7e57c2,#7e57c2,#7e57c2,2,2,0,-1
pydoctor,#d500f9,#d500f9,#d500f9,3,3,0,-1
mlflow-skinny,#74b9ff,#74b9ff,#f48fb1,1,1,0,3
gitpython,#74b9ff,#74b9ff,#f48fb1,1,1,0,3
pyyaml,#74b9ff,#74b9ff,#f48fb1,1,1,0,3
sqlparse,#74b9ff,#74b9ff,#f48fb1,1,1,0,3
pyarrow,#74b9ff,#74b9ff,#74b9ff,1,1,0,2
mlserver,#7e57c2,#7e57c2,#7e57c2,2,2,0,-1
cloudpickle,#74b9ff,#74b9ff,#f48fb1,1,1,0,5
packaging,#74b9ff,#74b9ff,#74b9ff,1,1,0,-1
mlserver-mlflow,#7e57c2,#7e57c2,#7e57c2,2,2,0,-1
importlib-metadata,#74b9ff,#74b9ff,#f48fb1,1,1,0,3
azure-storage-file-datalake,#7e57c2,#7e57c2,#7e57c2,2,2,0,-1
prometheus-flask-exporter,#7e57c2,#7e57c2,#7e57c2,2,2,0,-1
boto3,#74b9ff,#74b9ff,#74b9ff,1,1,0,2
pysftp,#7e57c2,#7e57c2,#7e57c2,2,2,0,-1
watchfiles,#7e57c2,#7e57c2,#7e57c2,2,2,0,-1
mlflow-xethub,#7e57c2,#7e57c2,#7e57c2,2,2,0,-1
virtualenv,#7e57c2,#7e57c2,#7e57c2,2,2,0,-1
fastapi,#74b9ff,#74b9ff,#f48fb1,1,1,0,4
click,#74b9ff,#74b9ff,#74b9ff,1,1,0,2
entrypoints,#74b9ff,#74b9ff,#74b9ff,1,1,0,-1
requests,#74b9ff,#74b9ff,#74b9ff,1,1,0,1
requests-auth-aws-sigv4,#7e57c2,#7e57c2,#7e57c2,2,2,0,-1
kubernetes,#7e57c2,#7e57c2,#7e57c2,2,2,0,-1
databricks-cli,#74b9ff,#74b9ff,#f48fb1,1,1,0,5
mlflow-dbstore,#7e57c2,#7e57c2,#7e57c2,2,2,0,-1
uvicorn[standard],#7e57c2,#7e57c2,#7e57c2,2,2,0,-1
aiohttp,#74b9ff,#E64A19,#f48fb1,1,1,7,3
protobuf,#74b9ff,#74b9ff,#74b9ff,1,1,0,-1
pytz,#74b9ff,#74b9ff,#74b9ff,1,1,0,-1
google-cloud-storage,#74b9ff,#74b9ff,#74b9ff,1,1,0,1
azureml-core,#7e57c2,#7e57c2,#7e57c2,2,2,0,-1
pydantic,#e91e63,#74b9ff,#e91e63,1,1,0,10
aliyunstoreplugin,#7e57c2,#7e57c2,#7e57c2,2,2,0,-1
sphinxcontrib-github-alt,#7e57c2,#7e57c2,#7e57c2,2,2,0,-1
docutils,#74b9ff,#74b9ff,#74b9ff,1,1,0,-1
colorama,#74b9ff,#74b9ff,#f48fb1,1,1,0,5
parso,#74b9ff,#74b9ff,#f48fb1,1,1,0,5
flake8,#7e57c2,#7e57c2,#7e57c2,2,2,0,-1
docopt,#74b9ff,#74b9ff,#74b9ff,1,1,0,-1
referencing,#e91e63,#74b9ff,#e91e63,1,1,0,10
rpds-py,#e91e63,#74b9ff,#e91e63,1,1,0,10
wcwidth,#74b9ff,#74b9ff,#f48fb1,1,1,0,4
backports.functools-lru-cache,#7e57c2,#7e57c2,#7e57c2,2,2,0,-1
nvidia-cudnn-cu11,#74b9ff,#74b9ff,#74b9ff,1,1,0,-1
nvidia-cublas-cu11,#74b9ff,#74b9ff,#74b9ff,1,1,0,-1
pytesseract,#74b9ff,#74b9ff,#f48fb1,1,1,0,5
pillow,#74b9ff,#74b9ff,#74b9ff,1,1,0,2
pg8000,#7e57c2,#7e57c2,#7e57c2,2,2,0,-1
scramp,#d500f9,#d500f9,#d500f9,3,3,0,-1
rst.linker,#7e57c2,#7e57c2,#7e57c2,2,2,0,-1
python-dateutil,#74b9ff,#74b9ff,#f48fb1,1,1,0,4
six,#74b9ff,#74b9ff,#f48fb1,1,1,0,5
jsonschema-specifications,#e91e63,#74b9ff,#e91e63,1,1,0,10
importlib-resources,#74b9ff,#74b9ff,#f48fb1,1,1,0,4
azure-core,#74b9ff,#74b9ff,#74b9ff,1,1,0,2
cassandra-driver,#74b9ff,#74b9ff,#f48fb1,1,1,0,3
geomet,#74b9ff,#74b9ff,#f48fb1,1,1,0,4
gremlinpython,#7e57c2,#7e57c2,#7e57c2,2,2,0,-1
gptcache,#e91e63,#74b9ff,#e91e63,1,1,0,10
cachetools,#74b9ff,#74b9ff,#74b9ff,1,1,0,2
sphinxcontrib-openapi,#7e57c2,#7e57c2,#7e57c2,2,2,0,-1
sphinxcontrib-httpdomain,#7e57c2,#7e57c2,#7e57c2,2,2,0,-1
jsonschema,#74b9ff,#74b9ff,#f48fb1,1,1,0,4
sphinx-mdinclude,#7e57c2,#7e57c2,#7e57c2,2,2,0,-1
picobox,#d500f9,#d500f9,#d500f9,3,3,0,-1
deepmerge,#ff4081,#74b9ff,#ff4081,1,1,0,7
oauthlib,#74b9ff,#74b9ff,#f48fb1,1,1,0,3
adal,#d500f9,#d500f9,#d500f9,3,3,0,-1
requests-oauthlib,#74b9ff,#74b9ff,#f48fb1,1,1,0,5
urllib3,#74b9ff,#74b9ff,#74b9ff,1,1,0,0
certifi,#74b9ff,#74b9ff,#f48fb1,1,1,0,3
google-auth,#74b9ff,#74b9ff,#74b9ff,1,1,0,1
websocket-client,#74b9ff,#74b9ff,#f48fb1,1,1,0,4
ipaddress,#7e57c2,#7e57c2,#7e57c2,2,2,0,-1
nbdev,#74b9ff,#74b9ff,#f48fb1,1,1,0,4
pip,#74b9ff,#E64A19,#f48fb1,1,1,6,4
jupyter-client,#74b9ff,#74b9ff,#f48fb1,1,1,0,4
ipykernel,#74b9ff,#74b9ff,#74b9ff,1,1,0,-1
ghapi,#74b9ff,#74b9ff,#ff4081,1,1,0,6
fastrelease,#74b9ff,#74b9ff,#ff4081,1,1,0,6
fastcore,#74b9ff,#74b9ff,#ff4081,1,1,0,6
nbformat,#74b9ff,#74b9ff,#74b9ff,1,1,0,-1
nbconvert,#74b9ff,#74b9ff,#74b9ff,1,1,0,-1
jupyter,#74b9ff,#74b9ff,#74b9ff,1,1,0,-1
recommonmark,#7e57c2,#7e57c2,#7e57c2,2,2,0,-1
commonmark,#7e57c2,#7e57c2,#7e57c2,2,2,0,-1
attribution,#7e57c2,#7e57c2,#7e57c2,2,2,0,-1
tomlkit,#74b9ff,#74b9ff,#f48fb1,1,1,0,5
tensorflow-gpu,#7e57c2,#7e57c2,#7e57c2,2,2,0,-1
opt-einsum,#74b9ff,#74b9ff,#f48fb1,1,1,0,4
termcolor,#e91e63,#74b9ff,#e91e63,1,1,0,10
mock,#7e57c2,#7e57c2,#7e57c2,2,2,0,-1
functools32,#d500f9,#d500f9,#d500f9,3,3,0,-1
h5py,#74b9ff,#74b9ff,#f48fb1,1,1,0,4
enum34,#7e57c2,#7e57c2,#7e57c2,2,2,0,-1
astunparse,#74b9ff,#74b9ff,#ff4081,1,1,0,6
keras-preprocessing,#d500f9,#d500f9,#d500f9,3,3,0,-1
grpcio,#74b9ff,#74b9ff,#f48fb1,1,1,0,3
wheel,#74b9ff,#74b9ff,#f48fb1,1,1,0,3
backports.weakref,#d500f9,#d500f9,#d500f9,3,3,0,-1
tensorflow-estimator,#74b9ff,#74b9ff,#74b9ff,1,1,0,-1
google-pasta,#74b9ff,#74b9ff,#f48fb1,1,1,0,5
tensorboard,#74b9ff,#74b9ff,#f48fb1,1,1,0,3
wrapt,#74b9ff,#74b9ff,#f48fb1,1,1,0,5
absl-py,#74b9ff,#74b9ff,#74b9ff,1,1,0,2
gast,#74b9ff,#74b9ff,#f48fb1,1,1,0,5
overrides,#74b9ff,#74b9ff,#ff4081,1,1,0,6
typing,#74b9ff,#74b9ff,#f48fb1,1,1,0,3
qtpy,#74b9ff,#74b9ff,#f48fb1,1,1,0,3
pytest-qt,#7e57c2,#7e57c2,#7e57c2,2,2,0,-1
humanfriendly,#74b9ff,#74b9ff,#74b9ff,1,1,0,-1
monotonic,#7e57c2,#7e57c2,#7e57c2,2,2,0,-1
pyreadline,#7e57c2,#7e57c2,#7e57c2,2,2,0,-1
pyreadline3,#74b9ff,#74b9ff,#74b9ff,1,1,0,-1
msrest,#74b9ff,#74b9ff,#f48fb1,1,1,0,5
aiodns,#74b9ff,#74b9ff,#f48fb1,1,1,0,5
isodate,#74b9ff,#74b9ff,#f48fb1,1,1,0,5
pandas-stubs,#7e57c2,#7e57c2,#7e57c2,2,2,0,-1
humbug,#74b9ff,#74b9ff,#f48fb1,1,1,0,5
types-pkg-resources,#7e57c2,#7e57c2,#7e57c2,2,2,0,-1
types-requests,#74b9ff,#74b9ff,#f48fb1,1,1,0,4
psutil,#74b9ff,#74b9ff,#f48fb1,1,1,0,5
black,#74b9ff,#74b9ff,#f48fb1,1,1,0,3
twine,#7e57c2,#7e57c2,#7e57c2,2,2,0,-1
types-dataclasses,#7e57c2,#7e57c2,#7e57c2,2,2,0,-1
types-psutil,#7e57c2,#7e57c2,#7e57c2,2,2,0,-1
gputil,#7e57c2,#7e57c2,#7e57c2,2,2,0,-1
dataclasses,#7e57c2,#7e57c2,#7e57c2,2,2,0,-1
setuptools,#74b9ff,#74b9ff,#f48fb1,1,1,0,4
pymongo,#74b9ff,#74b9ff,#f48fb1,1,1,0,4
pykerberos,#7e57c2,#7e57c2,#7e57c2,2,2,0,-1
python-snappy,#7e57c2,#7e57c2,#7e57c2,2,2,0,-1
pymongo[aws],#7e57c2,#7e57c2,#7e57c2,2,2,0,-1
pymongocrypt,#7e57c2,#7e57c2,#7e57c2,2,2,0,-1
winkerberos,#7e57c2,#7e57c2,#7e57c2,2,2,0,-1
dnspython,#74b9ff,#74b9ff,#f48fb1,1,1,0,3
pymongo-auth-aws,#7e57c2,#7e57c2,#7e57c2,2,2,0,-1
zstandard,#74b9ff,#74b9ff,#f48fb1,1,1,0,5
greenlet,#74b9ff,#74b9ff,#f48fb1,1,1,0,4
objgraph,#7e57c2,#7e57c2,#7e57c2,2,2,0,-1
pydantic-core,#e91e63,#74b9ff,#e91e63,1,1,0,10
googleapis-common-protos,#74b9ff,#74b9ff,#f48fb1,1,1,0,3
betamax-matchers,#7e57c2,#7e57c2,#7e57c2,2,2,0,-1
betamax,#7e57c2,#7e57c2,#7e57c2,2,2,0,-1
requests-toolbelt,#74b9ff,#74b9ff,#f48fb1,1,1,0,4
flake8-commas,#7e57c2,#7e57c2,#7e57c2,2,2,0,-1
chalice,#7e57c2,#7e57c2,#7e57c2,2,2,0,-1
aws-cdk.cloudformation-include,#d500f9,#d500f9,#d500f9,3,3,0,-1
watchdog,#74b9ff,#74b9ff,#f48fb1,1,1,0,4
inquirer,#d500f9,#d500f9,#d500f9,3,3,0,-1
jmespath,#74b9ff,#74b9ff,#f48fb1,1,1,0,5
aws-cdk.aws-iam,#d500f9,#d500f9,#d500f9,3,3,0,-1
aws-cdk.core,#d500f9,#d500f9,#d500f9,3,3,0,-1
aws-cdk.aws-s3-assets,#d500f9,#d500f9,#d500f9,3,3,0,-1
botocore,#74b9ff,#74b9ff,#74b9ff,1,1,0,1
mypy-extensions,#74b9ff,#74b9ff,#f48fb1,1,1,0,4
langdetect,#7e57c2,#7e57c2,#7e57c2,2,2,0,-1
xgboost,#7e57c2,#7e57c2,#7e57c2,2,2,0,-1
distributed,#7e57c2,#7e57c2,#7e57c2,2,2,0,-1
pyspark,#74b9ff,#74b9ff,#74b9ff,1,1,0,-1
scikit-learn,#74b9ff,#74b9ff,#f48fb1,1,1,0,4
dask,#7e57c2,#7e57c2,#7e57c2,2,2,0,-1
datatable,#d500f9,#d500f9,#d500f9,3,3,0,-1
graphviz,#7e57c2,#7e57c2,#7e57c2,2,2,0,-1
sphinx-sitemap,#7e57c2,#7e57c2,#7e57c2,2,2,0,-1
docutils-stubs,#7e57c2,#7e57c2,#7e57c2,2,2,0,-1
sphinx-notfound-page,#7e57c2,#7e57c2,#7e57c2,2,2,0,-1
sphinx-autoapi,#7e57c2,#7e57c2,#7e57c2,2,2,0,-1
tox,#7e57c2,#7e57c2,#7e57c2,2,2,0,-1
sphinx-tabs,#7e57c2,#7e57c2,#7e57c2,2,2,0,-1
sphinxemoji,#7e57c2,#7e57c2,#7e57c2,2,2,0,-1
huggingface_hub,#7e57c2,#7e57c2,#7e57c2,2,2,0,-1
jedi,#74b9ff,#74b9ff,#f48fb1,1,1,0,4
pytest-xdist,#7e57c2,#7e57c2,#7e57c2,2,2,0,-1
pydot,#7e57c2,#7e57c2,#7e57c2,2,2,0,-1
soundfile,#74b9ff,#74b9ff,#f48fb1,1,1,0,5
types-toml,#74b9ff,#74b9ff,#f48fb1,1,1,0,4
tensorflow,#74b9ff,#74b9ff,#74b9ff,1,1,0,-1
torch,#74b9ff,#74b9ff,#74b9ff,1,1,0,-1
filelock,#74b9ff,#74b9ff,#f48fb1,1,1,0,3
toml,#74b9ff,#74b9ff,#74b9ff,1,1,0,-1
pytest-env,#7e57c2,#7e57c2,#7e57c2,2,2,0,-1
flake8-bugbear,#7e57c2,#7e57c2,#7e57c2,2,2,0,-1
tqdm,#74b9ff,#74b9ff,#f48fb1,1,1,0,4
types-tqdm,#7e57c2,#7e57c2,#7e57c2,2,2,0,-1
inquirerpy,#7e57c2,#7e57c2,#7e57c2,2,2,0,-1
types-pyyaml,#74b9ff,#74b9ff,#f48fb1,1,1,0,4
types-simplejson,#7e57c2,#7e57c2,#7e57c2,2,2,0,-1
types-urllib3,#74b9ff,#74b9ff,#f48fb1,1,1,0,4
isort,#7e57c2,#7e57c2,#7e57c2,2,2,0,-1
fastai,#7e57c2,#7e57c2,#7e57c2,2,2,0,-1
tornado,#74b9ff,#74b9ff,#f48fb1,1,1,0,4
traitlets,#74b9ff,#74b9ff,#f48fb1,1,1,0,4
pydata-sphinx-theme,#74b9ff,#74b9ff,#74b9ff,1,1,0,-1
pyzmq,#74b9ff,#74b9ff,#f48fb1,1,1,0,4
sphinxcontrib-spelling,#7e57c2,#7e57c2,#7e57c2,2,2,0,-1
pytest-timeout,#7e57c2,#7e57c2,#7e57c2,2,2,0,-1
sphinx-autodoc-typehints,#7e57c2,#7e57c2,#7e57c2,2,2,0,-1
paramiko,#7e57c2,#7e57c2,#7e57c2,2,2,0,-1
jupyter-core,#74b9ff,#74b9ff,#f48fb1,1,1,0,4
pytest-jupyter[client],#7e57c2,#7e57c2,#7e57c2,2,2,0,-1
mwtypes,#74b9ff,#74b9ff,#ff4081,1,1,0,7
jsonable,#74b9ff,#74b9ff,#74b9ff,1,1,0,-1
psychicapi,#74b9ff,#74b9ff,#74b9ff,1,1,0,-1
pyee,#74b9ff,#74b9ff,#74b9ff,1,1,0,-1
mkdocs-include-markdown-plugin,#7e57c2,#7e57c2,#7e57c2,2,2,0,-1
flake8-black,#7e57c2,#7e57c2,#7e57c2,2,2,0,-1
mkdocstrings[python],#7e57c2,#7e57c2,#7e57c2,2,2,0,-1
trio-typing,#7e57c2,#7e57c2,#7e57c2,2,2,0,-1
jupyter-console,#74b9ff,#74b9ff,#74b9ff,1,1,0,-1
pytest-asyncio,#74b9ff,#74b9ff,#f48fb1,1,1,0,5
pytest-trio,#7e57c2,#7e57c2,#7e57c2,2,2,0,-1
validate-pyproject[all],#7e57c2,#7e57c2,#7e57c2,2,2,0,-1
starlette,#74b9ff,#74b9ff,#f48fb1,1,1,0,3
itsdangerous,#7e57c2,#7e57c2,#7e57c2,2,2,0,-1
python-multipart,#7e57c2,#7e57c2,#7e57c2,2,2,0,-1
httpx,#74b9ff,#74b9ff,#74b9ff,1,1,0,2
timm,#7e57c2,#7e57c2,#7e57c2,2,2,0,-1
torchvision,#74b9ff,#74b9ff,#f48fb1,1,1,0,4
huggingface-hub,#74b9ff,#74b9ff,#f48fb1,1,1,0,3
safetensors,#e91e63,#74b9ff,#e91e63,1,1,0,10
codecarbon,#7e57c2,#7e57c2,#7e57c2,2,2,0,-1
apscheduler,#d500f9,#d500f9,#d500f9,3,3,0,-1
fire,#d500f9,#d500f9,#d500f9,3,3,0,-1
pynvml,#d500f9,#d500f9,#d500f9,3,3,0,-1
py-cpuinfo,#d500f9,#d500f9,#d500f9,3,3,0,-1
dash,#d500f9,#d500f9,#d500f9,3,3,0,-1
dash-bootstrap-components,#d500f9,#d500f9,#d500f9,3,3,0,-1
rhoknp,#7e57c2,#7e57c2,#7e57c2,2,2,0,-1
cached-property,#7e57c2,#7e57c2,#7e57c2,2,2,0,-1
rich,#e91e63,#74b9ff,#e91e63,1,1,0,10
typer,#74b9ff,#74b9ff,#f48fb1,1,1,0,4
pep8-naming,#7e57c2,#7e57c2,#7e57c2,2,2,0,-1
yarl,#74b9ff,#74b9ff,#f48fb1,1,1,0,3
multidict,#74b9ff,#74b9ff,#f48fb1,1,1,0,4
notebook-shim,#74b9ff,#74b9ff,#74b9ff,1,1,0,-1
pytest-console-scripts,#7e57c2,#7e57c2,#7e57c2,2,2,0,-1
pytest-jupyter,#7e57c2,#7e57c2,#7e57c2,2,2,0,-1
pytest-tornasync,#7e57c2,#7e57c2,#7e57c2,2,2,0,-1
jupyter-server,#e91e63,#fdd835,#e91e63,1,1,4,10
pytz-deprecation-shim,#74b9ff,#74b9ff,#ff4081,1,1,0,6
tzdata,#74b9ff,#74b9ff,#74b9ff,1,1,0,-1
backports.zoneinfo,#7e57c2,#7e57c2,#7e57c2,2,2,0,-1
pytest-param-files,#7e57c2,#7e57c2,#7e57c2,2,2,0,-1
hypothesmith,#d500f9,#d500f9,#d500f9,3,3,0,-1
accelerate,#7e57c2,#7e57c2,#7e57c2,2,2,0,-1
parameterized,#7e57c2,#7e57c2,#7e57c2,2,2,0,-1
evaluate,#7e57c2,#7e57c2,#7e57c2,2,2,0,-1
ruff,#e91e63,#74b9ff,#e91e63,1,1,0,10
wandb,#d500f9,#d500f9,#d500f9,3,3,0,-1
hf-doc-builder,#7e57c2,#7e57c2,#7e57c2,2,2,0,-1
datasets,#74b9ff,#74b9ff,#f48fb1,1,1,0,4
transformers,#74b9ff,#74b9ff,#f48fb1,1,1,0,4
sagemaker,#7e57c2,#7e57c2,#7e57c2,2,2,0,-1
comet-ml,#d500f9,#d500f9,#d500f9,3,3,0,-1
pytest-subtests,#7e57c2,#7e57c2,#7e57c2,2,2,0,-1
deepspeed,#7e57c2,#7e57c2,#7e57c2,2,2,0,-1
sphinxcontrib-asyncio,#7e57c2,#7e57c2,#7e57c2,2,2,0,-1
mkdocs-literate-nav,#7e57c2,#7e57c2,#7e57c2,2,2,0,-1
async-lru,#74b9ff,#74b9ff,#f48fb1,1,1,0,3
cffi,#e91e63,#74b9ff,#e91e63,1,1,0,10
langchain-core,#e91e63,#74b9ff,#e91e63,1,1,0,10
jsonpatch,#74b9ff,#74b9ff,#74b9ff,1,1,0,-1
tenacity,#74b9ff,#74b9ff,#f48fb1,1,1,0,4
langsmith,#e91e63,#74b9ff,#e91e63,1,1,0,10
types-docutils,#d500f9,#d500f9,#d500f9,3,3,0,-1
json-spec,#7e57c2,#7e57c2,#7e57c2,2,2,0,-1
jsx-lexer,#7e57c2,#7e57c2,#7e57c2,2,2,0,-1
mistune,#74b9ff,#74b9ff,#f48fb1,1,1,0,5
sqlalchemy,#74b9ff,#74b9ff,#f48fb1,1,1,0,4
s3fs,#7e57c2,#7e57c2,#7e57c2,2,2,0,-1
xlsxwriter,#7e57c2,#7e57c2,#7e57c2,2,2,0,-1
lxml,#74b9ff,#74b9ff,#f48fb1,1,1,0,3
numba,#74b9ff,#74b9ff,#74b9ff,1,1,0,-1
brotlipy,#7e57c2,#7e57c2,#7e57c2,2,2,0,-1
numexpr,#D32F2F,#D32F2F,#f48fb1,1,1,10,4
pandas-gbq,#7e57c2,#7e57c2,#7e57c2,2,2,0,-1
pyqt5,#7e57c2,#7e57c2,#7e57c2,2,2,0,-1
bottleneck,#7e57c2,#7e57c2,#7e57c2,2,2,0,-1
html5lib,#7e57c2,#7e57c2,#7e57c2,2,2,0,-1
openpyxl,#7e57c2,#7e57c2,#7e57c2,2,2,0,-1
pyxlsb,#7e57c2,#7e57c2,#7e57c2,2,2,0,-1
tabulate,#74b9ff,#74b9ff,#f48fb1,1,1,0,5
psycopg2,#74b9ff,#74b9ff,#f48fb1,1,1,0,5
xlrd,#7e57c2,#7e57c2,#7e57c2,2,2,0,-1
pymysql,#7e57c2,#7e57c2,#7e57c2,2,2,0,-1
tables,#7e57c2,#7e57c2,#7e57c2,2,2,0,-1
xarray,#7e57c2,#7e57c2,#7e57c2,2,2,0,-1
beautifulsoup4,#74b9ff,#74b9ff,#74b9ff,1,1,0,-1
fastparquet,#7e57c2,#7e57c2,#7e57c2,2,2,0,-1
gcsfs,#7e57c2,#7e57c2,#7e57c2,2,2,0,-1
fsspec,#74b9ff,#74b9ff,#f48fb1,1,1,0,4
odfpy,#7e57c2,#7e57c2,#7e57c2,2,2,0,-1
pyreadstat,#7e57c2,#7e57c2,#7e57c2,2,2,0,-1
sphinx-pytest,#7e57c2,#7e57c2,#7e57c2,2,2,0,-1
doc8,#7e57c2,#7e57c2,#7e57c2,2,2,0,-1
restructuredtext-lint,#d500f9,#d500f9,#d500f9,3,3,0,-1
stevedore,#d500f9,#d500f9,#d500f9,3,3,0,-1
tomli,#74b9ff,#74b9ff,#f48fb1,1,1,0,5
spacy-huggingface-pipelines,#7e57c2,#7e57c2,#7e57c2,2,2,0,-1
spacy,#74b9ff,#74b9ff,#f48fb1,1,1,0,5
dbt-singlestore,#7e57c2,#7e57c2,#7e57c2,2,2,0,-1
dataclasses-json,#74b9ff,#74b9ff,#f48fb1,1,1,0,4
dbt-core,#d500f9,#d500f9,#d500f9,3,3,0,-1
singlestoredb,#e91e63,#74b9ff,#e91e63,1,1,0,10
aioitertools,#74b9ff,#74b9ff,#ff4081,1,1,0,6
typing_extensions,#7e57c2,#7e57c2,#7e57c2,2,2,0,-1
hologres-vector,#74b9ff,#74b9ff,#74b9ff,1,1,0,-1
uuid,#74b9ff,#74b9ff,#f48fb1,1,1,0,4
psycopg2-binary,#74b9ff,#74b9ff,#f48fb1,1,1,0,5
prawcore,#74b9ff,#74b9ff,#f48fb1,1,1,0,4
coveralls,#7e57c2,#7e57c2,#7e57c2,2,2,0,-1
prawcore[lint],#7e57c2,#7e57c2,#7e57c2,2,2,0,-1
prawcore[test],#7e57c2,#7e57c2,#7e57c2,2,2,0,-1
ruamel-yaml,#7e57c2,#7e57c2,#7e57c2,2,2,0,-1
ryd,#d500f9,#d500f9,#d500f9,3,3,0,-1
mercurial,#d500f9,#d500f9,#d500f9,3,3,0,-1
ruamel.yaml.jinja2,#d500f9,#d500f9,#d500f9,3,3,0,-1
ruamel.yaml.clib,#d500f9,#d500f9,#d500f9,3,3,0,-1
sphinxcontrib-applehelp,#74b9ff,#74b9ff,#f48fb1,1,1,0,5
pyenchant,#7e57c2,#7e57c2,#7e57c2,2,2,0,-1
